"Label (Grouping)","ZCTA5 81324","ZCTA5 82930","ZCTA5 83342","ZCTA5 84001","ZCTA5 84002","ZCTA5 84003","ZCTA5 84004","ZCTA5 84005","ZCTA5 84006","ZCTA5 84007","ZCTA5 84008","ZCTA5 84009","ZCTA5 84010","ZCTA5 84013","ZCTA5 84014","ZCTA5 84015","ZCTA5 84017","ZCTA5 84018","ZCTA5 84020","ZCTA5 84021","ZCTA5 84022","ZCTA5 84023","ZCTA5 84024","ZCTA5 84025","ZCTA5 84026","ZCTA5 84027","ZCTA5 84028","ZCTA5 84029","ZCTA5 84031","ZCTA5 84032","ZCTA5 84033","ZCTA5 84034","ZCTA5 84035","ZCTA5 84036","ZCTA5 84037","ZCTA5 84038","ZCTA5 84039","ZCTA5 84040","ZCTA5 84041","ZCTA5 84042","ZCTA5 84043","ZCTA5 84044","ZCTA5 84045","ZCTA5 84046","ZCTA5 84047","ZCTA5 84049","ZCTA5 84050","ZCTA5 84051","ZCTA5 84052","ZCTA5 84053","ZCTA5 84054","ZCTA5 84055","ZCTA5 84056","ZCTA5 84057","ZCTA5 84058","ZCTA5 84059","ZCTA5 84060","ZCTA5 84061","ZCTA5 84062","ZCTA5 84063","ZCTA5 84064","ZCTA5 84065","ZCTA5 84066","ZCTA5 84067","ZCTA5 84069","ZCTA5 84070","ZCTA5 84071","ZCTA5 84072","ZCTA5 84073","ZCTA5 84074","ZCTA5 84075","ZCTA5 84076","ZCTA5 84078","ZCTA5 84080","ZCTA5 84081","ZCTA5 84082","ZCTA5 84083","ZCTA5 84084","ZCTA5 84085","ZCTA5 84086","ZCTA5 84087","ZCTA5 84088","ZCTA5 84092","ZCTA5 84093","ZCTA5 84094","ZCTA5 84095","ZCTA5 84096","ZCTA5 84097","ZCTA5 84098","ZCTA5 84101","ZCTA5 84102","ZCTA5 84103","ZCTA5 84104","ZCTA5 84105","ZCTA5 84106","ZCTA5 84107","ZCTA5 84108","ZCTA5 84109","ZCTA5 84111","ZCTA5 84112","ZCTA5 84113","ZCTA5 84114","ZCTA5 84115","ZCTA5 84116","ZCTA5 84117","ZCTA5 84118","ZCTA5 84119","ZCTA5 84120","ZCTA5 84121","ZCTA5 84123","ZCTA5 84124","ZCTA5 84128","ZCTA5 84129","ZCTA5 84138","ZCTA5 84150","ZCTA5 84180","ZCTA5 84301","ZCTA5 84302","ZCTA5 84304","ZCTA5 84305","ZCTA5 84306","ZCTA5 84307","ZCTA5 84308","ZCTA5 84309","ZCTA5 84310","ZCTA5 84311","ZCTA5 84312","ZCTA5 84313","ZCTA5 84314","ZCTA5 84315","ZCTA5 84316","ZCTA5 84317","ZCTA5 84318","ZCTA5 84319","ZCTA5 84320","ZCTA5 84321","ZCTA5 84322","ZCTA5 84324","ZCTA5 84325","ZCTA5 84326","ZCTA5 84327","ZCTA5 84328","ZCTA5 84329","ZCTA5 84330","ZCTA5 84331","ZCTA5 84332","ZCTA5 84333","ZCTA5 84334","ZCTA5 84335","ZCTA5 84336","ZCTA5 84337","ZCTA5 84338","ZCTA5 84339","ZCTA5 84340","ZCTA5 84341","ZCTA5 84401","ZCTA5 84403","ZCTA5 84404","ZCTA5 84405","ZCTA5 84408","ZCTA5 84414","ZCTA5 84501","ZCTA5 84511","ZCTA5 84512","ZCTA5 84513","ZCTA5 84515","ZCTA5 84516","ZCTA5 84518","ZCTA5 84520","ZCTA5 84521","ZCTA5 84522","ZCTA5 84523","ZCTA5 84525","ZCTA5 84526","ZCTA5 84528","ZCTA5 84529","ZCTA5 84530","ZCTA5 84531","ZCTA5 84532","ZCTA5 84533","ZCTA5 84534","ZCTA5 84535","ZCTA5 84536","ZCTA5 84537","ZCTA5 84539","ZCTA5 84540","ZCTA5 84542","ZCTA5 84601","ZCTA5 84602","ZCTA5 84604","ZCTA5 84606","ZCTA5 84620","ZCTA5 84621","ZCTA5 84622","ZCTA5 84623","ZCTA5 84624","ZCTA5 84626","ZCTA5 84627","ZCTA5 84628","ZCTA5 84629","ZCTA5 84630","ZCTA5 84631","ZCTA5 84632","ZCTA5 84633","ZCTA5 84634","ZCTA5 84635","ZCTA5 84636","ZCTA5 84637","ZCTA5 84638","ZCTA5 84639","ZCTA5 84640","ZCTA5 84642","ZCTA5 84643","ZCTA5 84644","ZCTA5 84645","ZCTA5 84646","ZCTA5 84647","ZCTA5 84648","ZCTA5 84649","ZCTA5 84651","ZCTA5 84652","ZCTA5 84653","ZCTA5 84654","ZCTA5 84655","ZCTA5 84656","ZCTA5 84657","ZCTA5 84660","ZCTA5 84662","ZCTA5 84663","ZCTA5 84664","ZCTA5 84665","ZCTA5 84667","ZCTA5 84701","ZCTA5 84710","ZCTA5 84711","ZCTA5 84712","ZCTA5 84713","ZCTA5 84714","ZCTA5 84715","ZCTA5 84716","ZCTA5 84718","ZCTA5 84719","ZCTA5 84720","ZCTA5 84721","ZCTA5 84722","ZCTA5 84723","ZCTA5 84724","ZCTA5 84725","ZCTA5 84726","ZCTA5 84728","ZCTA5 84729","ZCTA5 84730","ZCTA5 84731","ZCTA5 84732","ZCTA5 84733","ZCTA5 84734","ZCTA5 84735","ZCTA5 84736","ZCTA5 84737","ZCTA5 84738","ZCTA5 84739","ZCTA5 84740","ZCTA5 84741","ZCTA5 84742","ZCTA5 84743","ZCTA5 84744","ZCTA5 84745","ZCTA5 84746","ZCTA5 84747","ZCTA5 84749","ZCTA5 84750","ZCTA5 84751","ZCTA5 84752","ZCTA5 84753","ZCTA5 84754","ZCTA5 84755","ZCTA5 84756","ZCTA5 84757","ZCTA5 84758","ZCTA5 84759","ZCTA5 84760","ZCTA5 84761","ZCTA5 84762","ZCTA5 84763","ZCTA5 84764","ZCTA5 84765","ZCTA5 84766","ZCTA5 84767","ZCTA5 84770","ZCTA5 84772","ZCTA5 84773","ZCTA5 84774","ZCTA5 84775","ZCTA5 84776","ZCTA5 84779","ZCTA5 84780","ZCTA5 84781","ZCTA5 84782","ZCTA5 84783","ZCTA5 84784","ZCTA5 84790","ZCTA5 86044","ZCTA5 86514"
"Total","1,602","13,894","1,169","719","280","52,970","10,259","43,113","829","530","0","38,347","48,439","1,090","16,870","68,548","4,076","236","51,017","3,198","423","228","61","24,596","910","604","955","13,269","278","24,766","1,150","181","722","8,300","39,763","439","1,065","26,687","55,289","11,330","76,954","29,284","36,898","698","37,146","6,655","12,059","390","1,257","850","21,552","1,473","4,088","38,401","33,734","15,567","8,621","514","47,771","477","744","49,295","13,287","39,194","492","30,885","1,946","402","211","55,001","32,274","383","29,172","328","51,426","832","1,115","32,568","419","359","16,217","37,856","29,492","23,609","28,751","39,278","69,086","23,038","20,573","8,140","18,857","22,788","23,487","22,856","35,892","37,713","21,261","24,768","12,162","3,302","173","0","27,588","35,327","25,675","41,493","54,143","51,212","41,628","39,489","22,872","31,406","37,421","0","0","0","900","26,564","38","823","575","1,592","302","654","4,907","872","4,483","93","1,157","9,635","240","2,523","5,296","9,570","2,411","49,550","0","1,128","2,476","2,420","947","1,829","222","505","348","8,238","3,207","249","15,504","281","13,880","512","5,847","3,834","24,181","42,968","37,847","66,382","34,285","367","32,471","13,111","4,603","920","1,554","10","186","861","1,225","686","336","1,625","968","3,888","2,358","205","560","448","10,203","105","2,653","2,323","1,637","1,285","335","70","1,629","33,986","2,366","45,503","33,791","1,169","137","1,527","307","5,836","338","5,882","697","2,583","265","2,985","1,263","1,082","3,630","764","570","688","308","998","117","3,494","633","381","3,117","1,902","4,549","6,830","789","28,416","850","11,103","2,584","15,287","364","452","45,959","1,403","35,647","11,365","571","423","8,883","162","895","190","4,316","828","416","317","190","195","23,607","27,329","681","552","1,213","2,298","954","131","328","554","186","72","127","192","262","236","21,212","9,064","408","212","6,034","545","134","334","4,347","1,162","969","212","390","1,662","891","21","4,004","83","447","1,653","588","2,064","824","3,210","393","226","357","7,593","166","648","44,505","178","250","1,865","430","488","730","28,025","257","907","907","1,127","52,982","4,127","2,399"
