Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Relative_Humidity_%,Train_Top_Temperature_degC,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-01-01 00:00:00,40.72237,-111.921097,1291.7,14.09,10.83,84.1,4.74,2.0,2.0,4.11,31.0,865.1,0.0,21.9,1.56,26.4,832.1,1,0,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,0,0,TRX02,Good,< 12.00,2.00 - 4.00
2023-01-01 00:01:00,40.72237,-111.921097,1291.6,14.09,10.81,84.1,4.67,2.0,2.0,4.22,31.0,865.3,0.0,21.6,1.52,26.4,832.1,1,0,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=1, tm_sec=0, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,1,0,TRX02,Good,< 12.00,2.00 - 4.00
2023-01-01 00:02:00,40.722366,-111.921104,1291.5,14.08,10.81,84.1,4.5,2.0,2.0,4.28,31.0,865.4,0.0,-9999.0,1.51,26.4,832.2,1,0,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=2, tm_sec=0, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,2,0,TRX02,Good,< 12.00,2.00 - 4.00
2023-01-01 00:03:00,40.722366,-111.921097,1291.3,14.09,10.79,84.3,4.64,2.0,2.0,4.39,31.0,865.4,0.0,-9999.0,1.51,26.4,832.2,1,0,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=3, tm_sec=0, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,3,0,TRX02,Good,< 12.00,2.00 - 4.00
2023-01-01 00:04:00,40.722366,-111.921097,1291.3,14.08,10.79,84.4,4.64,3.0,2.0,4.28,31.0,865.3,0.0,-9999.0,1.49,26.4,832.2,1,0,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=4, tm_sec=0, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,4,0,TRX02,Good,< 12.00,2.00 - 4.00
2023-01-01 00:05:00,40.722366,-111.921097,1291.2,14.09,10.79,84.5,4.7,2.0,2.0,4.22,31.0,865.2,0.0,-9999.0,1.54,26.4,832.2,1,0,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=5, tm_sec=0, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,5,0,TRX02,Good,< 12.00,2.00 - 4.00
2023-01-01 00:06:00,40.722366,-111.921097,1291.0,14.09,10.77,84.5,4.57,2.0,2.0,4.39,31.0,865.1,0.0,-9999.0,1.5,26.4,832.2,1,0,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=6, tm_sec=0, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,6,0,TRX02,Good,< 12.00,2.00 - 4.00
2023-01-01 00:07:00,40.722363,-111.921097,1290.9,14.07,10.74,84.6,4.6,2.0,2.0,4.5,31.0,865.2,0.0,-9999.0,1.51,26.4,832.1,1,0,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=7, tm_sec=0, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,7,0,TRX02,Good,< 12.00,2.00 - 4.00
2023-01-01 00:08:00,40.722363,-111.921097,1290.7,14.09,10.74,84.4,4.54,2.0,2.0,4.61,31.0,865.2,0.0,-9999.0,1.5,26.4,832.1,1,0,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=8, tm_sec=0, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,8,0,TRX02,Good,< 12.00,2.00 - 4.00
2023-01-01 00:09:00,40.722366,-111.921097,1290.5,14.09,10.74,84.3,4.54,2.0,2.0,4.5,31.0,865.3,0.0,-9999.0,1.51,26.4,832.1,1,0,"time.struct_time(tm_year=2023, tm_mon=1, tm_mday=1, tm_hour=0, tm_min=9, tm_sec=0, tm_wday=6, tm_yday=1, tm_isdst=-1)",2023-01-01,2023,1,1,1,9,0,TRX02,Good,< 12.00,2.00 - 4.00
