Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES405_PM1_Concentration_ug/m3,ES405_PM2.5_Concentration_ug/m3,ES405_PM4_Concentration_ug/m3,ES405_PM10_Concentration_ug/m3,ES405_Air_Flow_Rate_L/min,ES405_Internal_Air_Temperature_degC,ES405_Internal_Relative_Humidity_%,ES405_Internal_Air_Pressure_hpa,ES405_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-07-01 00:00:00,40.703491,-111.977234,1293.5,0.0,181.8,1.0,13.17,31.57,29.47,18.94,1.2,1.4,1.8,2.2,1.0,33.72,18.8,655.6,0.0,62.7,2.13,42.8,842.5,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,0,0,BUS04,Good,< 12.00,< 2.00
2023-07-01 00:20:00,40.693378,-111.960594,1295.4,0.0,194.5,1.0,13.18,31.31,30.04,18.5,1.2,1.5,1.9,2.6,1.0,33.28,19.0,655.4,0.0,60.2,2.13,42.5,842.3,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=20, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,20,0,BUS04,Good,< 12.00,< 2.00
2023-07-01 00:40:00,40.724255,-111.977173,1294.0,1.54,358.4,1.0,13.21,31.14,29.16,18.04,1.2,1.5,1.7,2.1,1.0,33.11,18.5,655.5,0.0,54.2,2.11,42.3,842.7,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=0, tm_min=40, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,40,0,BUS04,Good,< 12.00,< 2.00
2023-07-01 01:00:00,40.726143,-111.93898,1300.2,0.0,179.2,1.0,13.21,30.69,29.4,17.38,1.8,2.5,3.3,4.1,1.0,32.78,18.5,655.7,0.0,53.9,2.12,41.9,842.7,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=1, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,0,1,BUS04,Good,< 12.00,2.00 - 4.00
2023-07-01 01:20:00,40.764355,-111.909912,1278.0,0.0,163.0,1.0,13.2,30.42,28.93,20.09,1.4,1.9,2.7,3.4,1.0,32.5,20.0,655.9,0.0,59.1,2.13,41.5,842.9,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=1, tm_min=20, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,20,1,BUS04,Good,< 12.00,< 2.00
2023-07-01 01:40:00,40.764336,-111.909813,1294.1,0.0,0.0,1.0,13.22,30.65,30.55,18.82,1.3,1.5,2.0,2.8,1.0,32.28,20.4,656.0,0.0,54.7,2.13,41.5,842.9,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=1, tm_min=40, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,40,1,BUS04,Good,< 12.00,< 2.00
2023-07-01 02:00:00,40.733223,-111.940575,1284.8,7.72,271.8,1.0,13.21,30.17,28.1,20.51,1.4,1.7,2.2,3.6,1.0,32.11,20.5,655.8,0.0,54.4,2.12,41.4,842.9,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=2, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,0,2,BUS04,Good,< 12.00,< 2.00
2023-07-01 02:20:00,40.724564,-111.984108,1303.0,13.48,36.8,1.0,13.24,29.5,27.72,22.87,1.4,1.8,2.1,2.9,1.0,31.61,20.4,655.7,0.0,54.8,2.12,40.9,842.6,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=2, tm_min=20, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,20,2,BUS04,Good,< 12.00,< 2.00
2023-07-01 02:40:00,40.693398,-111.960609,1304.8,0.0,206.5,1.0,13.27,28.91,27.46,21.82,1.5,1.9,2.6,3.5,1.0,31.11,21.3,655.5,0.0,52.7,2.13,40.3,842.4,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=2, tm_min=40, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,40,2,BUS04,Good,< 12.00,< 2.00
2023-07-01 03:00:00,40.692921,-111.963936,1305.2,10.7,269.7,1.0,13.33,28.08,26.23,24.26,1.7,2.5,3.5,4.3,1.0,30.22,22.4,655.6,0.0,49.2,2.14,39.7,842.2,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=7, tm_mday=1, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=5, tm_yday=182, tm_isdst=-1)",2023-07-01,2023,7,182,1,0,3,BUS04,Good,< 12.00,2.00 - 4.00
