Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-03-01 00:00:00,40.766094,-111.885384,1315.6,-9999.0,-9999.0,-9999.0,13.91,10.72,4.38,19.05,2.0,2.0,9.72,12.0,862.9,0.0,40.2,2.29,26.3,657.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=60, tm_isdst=-1)",2023-03-01,2023,3,60,1,0,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-03-01 00:01:40,40.765053,-111.887024,1311.0,-9999.0,-9999.0,-9999.0,13.91,10.67,4.45,18.63,4.0,2.0,9.78,12.0,863.2,0.0,39.2,2.29,26.3,657.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=1, tm_sec=40, tm_wday=2, tm_yday=60, tm_isdst=-1)",2023-03-01,2023,3,60,1,1,0,BUS03,Good,< 12.00,4.00 - 6.00
2023-03-01 00:03:20,40.764927,-111.891632,1329.9,-9999.0,-9999.0,-9999.0,13.91,10.62,4.46,19.37,3.0,2.0,9.78,12.0,862.8,0.0,41.4,2.31,26.2,657.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=3, tm_sec=20, tm_wday=2, tm_yday=60, tm_isdst=-1)",2023-03-01,2023,3,60,1,3,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-03-01 00:05:00,40.765018,-111.898071,1313.5,-9999.0,-9999.0,-9999.0,13.91,10.58,4.53,20.34,2.0,2.0,9.78,12.0,863.6,0.0,35.6,2.3,26.2,658.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=5, tm_sec=0, tm_wday=2, tm_yday=60, tm_isdst=-1)",2023-03-01,2023,3,60,1,5,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-03-01 00:06:45,40.765057,-111.904884,1298.7,-9999.0,-9999.0,-9999.0,13.91,10.54,4.63,19.64,3.0,2.0,9.78,12.0,864.6,0.0,38.8,2.3,26.2,658.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=6, tm_sec=45, tm_wday=2, tm_yday=60, tm_isdst=-1)",2023-03-01,2023,3,60,1,6,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-03-01 00:08:25,40.763702,-111.9095,1291.8,-9999.0,-9999.0,-9999.0,13.91,10.5,4.63,21.43,1.0,2.0,9.78,13.0,865.1,0.0,34.2,2.29,26.1,659.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=8, tm_sec=25, tm_wday=2, tm_yday=60, tm_isdst=-1)",2023-03-01,2023,3,60,1,8,0,BUS03,Good,< 12.00,< 2.00
2023-03-01 00:10:05,40.763702,-111.9095,1291.8,-9999.0,-9999.0,-9999.0,13.91,10.46,4.77,21.12,2.0,2.0,9.89,13.0,864.8,0.0,42.2,2.28,26.1,659.2,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=10, tm_sec=5, tm_wday=2, tm_yday=60, tm_isdst=-1)",2023-03-01,2023,3,60,1,10,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-03-01 00:11:45,40.763702,-111.9095,1291.8,-9999.0,-9999.0,-9999.0,13.91,10.44,4.93,19.88,1.0,2.0,9.89,13.0,864.8,0.0,40.2,2.29,26.0,659.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=11, tm_sec=45, tm_wday=2, tm_yday=60, tm_isdst=-1)",2023-03-01,2023,3,60,1,11,0,BUS03,Good,< 12.00,< 2.00
2023-03-01 00:13:25,40.763702,-111.9095,1291.8,-9999.0,-9999.0,-9999.0,13.91,10.41,5.05,19.64,1.0,2.0,9.89,13.0,865.0,0.0,34.3,2.29,26.0,659.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=13, tm_sec=25, tm_wday=2, tm_yday=60, tm_isdst=-1)",2023-03-01,2023,3,60,1,13,0,BUS03,Good,< 12.00,< 2.00
2023-03-01 00:15:10,40.763699,-111.909508,1291.9,-9999.0,-9999.0,-9999.0,13.91,10.37,5.15,20.94,2.0,2.0,9.89,13.0,865.0,0.0,36.7,2.29,26.0,659.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=15, tm_sec=10, tm_wday=2, tm_yday=60, tm_isdst=-1)",2023-03-01,2023,3,60,1,15,0,BUS03,Good,< 12.00,2.00 - 4.00
2023-03-01 00:16:50,40.763699,-111.909508,1292.0,-9999.0,-9999.0,-9999.0,13.91,10.34,5.23,19.09,2.0,2.0,9.89,13.0,864.8,0.0,39.3,2.28,25.9,659.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=16, tm_sec=50, tm_wday=2, tm_yday=60, tm_isdst=-1)",2023-03-01,2023,3,60,1,16,0,BUS03,Good,< 12.00,2.00 - 4.00
