Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES405_PM1_Concentration_ug/m3,ES405_PM2.5_Concentration_ug/m3,ES405_PM4_Concentration_ug/m3,ES405_PM10_Concentration_ug/m3,ES405_Air_Flow_Rate_L/min,ES405_Internal_Air_Temperature_degC,ES405_Internal_Relative_Humidity_%,ES405_Internal_Air_Pressure_hpa,ES405_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-09-11 15:38:00,40.762131,-111.909683,1246.1,0.0,0.0,1.0,13.67,20.92,23.04,31.1,1.8,2.4,3.5,7.5,1.0,19.22,39.7,657.5,0.0,33.3,1.81,20.3,840.8,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=11, tm_hour=15, tm_min=38, tm_sec=0, tm_wday=0, tm_yday=254, tm_isdst=-1)",2023-09-11,2023,9,254,11,38,15,BUS05,Good,< 12.00,2.00 - 4.00
2023-09-11 20:37:00,40.764305,-111.910805,1161.8,0.51,350.2,1.0,13.62,22.58,21.95,49.34,1.9,2.3,2.9,3.7,1.0,21.89,45.6,656.0,0.0,-9999.0,1.84,22.7,838.6,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=11, tm_hour=20, tm_min=37, tm_sec=0, tm_wday=0, tm_yday=254, tm_isdst=-1)",2023-09-11,2023,9,254,11,37,20,BUS05,Good,< 12.00,2.00 - 4.00
2023-09-11 21:04:00,40.762974,-111.910896,1318.2,0.0,69.7,1.0,13.44,23.23,21.97,48.34,1.9,2.2,2.8,3.5,1.0,24.39,32.9,655.8,0.0,-9999.0,1.89,28.2,837.9,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=11, tm_hour=21, tm_min=4, tm_sec=0, tm_wday=0, tm_yday=254, tm_isdst=-1)",2023-09-11,2023,9,254,11,4,21,BUS05,Good,< 12.00,2.00 - 4.00
2023-09-12 13:46:00,40.763084,-111.910789,1309.8,0.0,338.4,1.0,13.49,20.14,19.52,55.58,2.0,3.9,6.8,10.3,1.0,21.22,28.9,655.0,0.0,-9999.0,1.87,24.9,837.2,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=12, tm_hour=13, tm_min=46, tm_sec=0, tm_wday=1, tm_yday=255, tm_isdst=-1)",2023-09-12,2023,9,255,12,46,13,BUS05,Good,< 12.00,2.00 - 4.00
2023-09-12 14:06:00,40.761272,-111.910927,1301.7,3.55,182.4,1.0,13.52,20.81,19.73,40.59,2.9,5.9,10.4,20.0,1.0,23.22,26.0,655.1,0.0,3.2,1.9,28.8,837.3,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=12, tm_hour=14, tm_min=6, tm_sec=0, tm_wday=1, tm_yday=255, tm_isdst=-1)",2023-09-12,2023,9,255,12,6,14,BUS05,Good,< 12.00,4.00 - 6.00
2023-09-12 14:26:00,40.771439,-111.92968,1291.7,14.66,90.8,1.0,13.54,20.96,19.57,44.37,4.8,9.4,15.8,27.8,1.0,23.61,27.7,655.2,0.0,5.3,1.91,30.2,837.3,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=12, tm_hour=14, tm_min=26, tm_sec=0, tm_wday=1, tm_yday=255, tm_isdst=-1)",2023-09-12,2023,9,255,12,26,14,BUS05,Good,< 12.00,8.00 - 10.00
2023-09-12 14:52:00,40.76152,-111.910439,1257.2,0.0,28.1,1.0,13.55,21.62,21.88,37.5,2.9,5.5,10.6,21.2,1.0,24.0,28.2,654.9,0.0,16.0,1.92,30.3,837.1,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=12, tm_hour=14, tm_min=52, tm_sec=0, tm_wday=1, tm_yday=255, tm_isdst=-1)",2023-09-12,2023,9,255,12,52,14,BUS05,Good,< 12.00,4.00 - 6.00
2023-09-12 15:12:00,40.761543,-111.910606,1266.7,0.0,28.1,1.0,13.46,22.51,21.7,37.67,2.4,4.8,8.8,18.1,1.0,24.72,30.1,654.9,0.0,13.7,1.93,31.7,837.1,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=12, tm_hour=15, tm_min=12, tm_sec=0, tm_wday=1, tm_yday=255, tm_isdst=-1)",2023-09-12,2023,9,255,12,12,15,BUS05,Good,< 12.00,4.00 - 6.00
2023-09-12 15:32:00,40.76149,-111.910515,1268.3,0.0,28.1,1.0,13.46,23.36,22.78,35.17,2.9,5.3,9.0,17.2,1.0,25.5,27.2,654.9,0.0,13.7,1.94,32.6,837.1,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=12, tm_hour=15, tm_min=32, tm_sec=0, tm_wday=1, tm_yday=255, tm_isdst=-1)",2023-09-12,2023,9,255,12,32,15,BUS05,Good,< 12.00,4.00 - 6.00
2023-09-12 15:52:00,40.761456,-111.910583,1254.1,0.0,28.1,1.0,13.46,24.22,23.47,32.16,2.5,4.4,8.1,15.7,1.0,26.11,27.6,655.0,0.0,18.8,1.97,33.5,837.2,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=12, tm_hour=15, tm_min=52, tm_sec=0, tm_wday=1, tm_yday=255, tm_isdst=-1)",2023-09-12,2023,9,255,12,52,15,BUS05,Good,< 12.00,4.00 - 6.00
2023-09-12 16:58:00,40.761513,-111.910599,1249.4,0.0,0.0,1.0,13.43,25.5,25.67,29.37,1.9,3.8,6.6,12.9,1.0,26.28,27.4,655.4,0.0,30.3,1.95,31.8,838.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=12, tm_hour=16, tm_min=58, tm_sec=0, tm_wday=1, tm_yday=255, tm_isdst=-1)",2023-09-12,2023,9,255,12,58,16,BUS05,Good,< 12.00,2.00 - 4.00
2023-09-12 17:18:00,40.761463,-111.910515,1245.2,0.0,0.0,1.0,13.39,26.32,25.43,29.49,2.4,4.2,7.7,14.8,1.0,27.22,29.0,655.4,0.0,29.3,1.94,34.6,837.9,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=12, tm_hour=17, tm_min=18, tm_sec=0, tm_wday=1, tm_yday=255, tm_isdst=-1)",2023-09-12,2023,9,255,12,18,17,BUS05,Good,< 12.00,4.00 - 6.00
