Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Temperature_degC,Train_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-06-01 00:10:00,40.758797,-111.890984,1296.8,13.27,30.36,27.34,17.45,2.0,2.0,26.28,14.0,864.0,0.0,43.2,1.89,42.6,819.5,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=10, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,10,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:11:00,40.759289,-111.890991,1297.0,13.27,30.36,27.38,18.02,2.0,2.0,26.22,15.0,863.8,0.0,48.8,1.89,42.7,819.5,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=11, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,11,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:12:00,40.759964,-111.891029,1296.7,13.28,30.4,27.28,18.06,2.0,2.0,26.11,15.0,863.5,0.0,37.3,1.88,42.7,819.3,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=12, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,12,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:13:00,40.760696,-111.888672,1300.5,13.27,30.43,27.07,16.16,1.0,2.0,26.28,14.0,863.5,0.0,48.9,1.88,42.7,819.2,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=13, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,13,0,TRX01,Good,< 12.00,< 2.00
2023-06-01 00:14:00,40.760708,-111.886429,1299.5,13.27,30.43,27.38,19.75,2.0,2.0,26.11,15.0,863.4,0.0,38.9,1.89,42.7,819.1,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=14, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,14,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:15:00,40.760658,-111.88472,1300.1,13.27,30.46,27.21,16.26,2.0,2.0,26.28,15.0,863.3,0.0,47.2,1.9,42.7,819.1,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=15, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,15,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:16:00,40.760662,-111.883667,1300.4,13.27,30.5,27.17,16.63,2.0,2.0,26.39,14.0,863.2,0.0,-9999.0,1.9,42.8,819.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=16, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,16,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:17:00,40.760693,-111.87867,1304.9,13.27,30.5,27.28,15.01,2.0,2.0,26.61,14.0,862.7,0.0,-9999.0,1.89,42.8,818.5,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=17, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,17,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:18:00,40.760708,-111.874977,1310.3,13.27,30.53,27.48,18.06,2.0,2.0,26.5,15.0,862.1,0.0,41.6,1.9,42.8,818.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=18, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,18,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:19:00,40.760731,-111.87262,1314.2,13.27,30.57,27.78,17.48,2.0,2.0,26.39,15.0,861.8,0.0,45.7,1.89,42.8,817.6,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=19, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,19,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:20:00,40.760681,-111.869957,1320.1,13.27,30.57,27.82,17.28,3.0,2.0,26.28,15.0,861.2,0.0,50.3,1.89,42.8,817.1,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=20, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,20,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:21:00,40.760658,-111.866585,1327.9,13.27,30.6,27.89,17.99,1.0,2.0,26.22,15.0,860.6,0.0,45.6,1.89,42.9,816.4,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=21, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,21,0,TRX01,Good,< 12.00,< 2.00
2023-06-01 00:22:00,40.760658,-111.866585,1327.9,13.27,30.64,27.75,18.19,1.0,2.0,25.72,15.0,860.7,0.0,45.8,1.91,42.9,816.4,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=22, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,22,0,TRX01,Good,< 12.00,< 2.00
2023-06-01 00:23:00,40.760658,-111.866585,1327.9,13.27,30.67,27.58,17.85,1.0,2.0,25.61,15.0,860.6,0.0,50.1,1.9,42.9,816.5,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=23, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,23,0,TRX01,Good,< 12.00,< 2.00
2023-06-01 00:24:00,40.760658,-111.866585,1327.9,13.27,30.67,27.28,17.41,1.0,2.0,25.72,15.0,860.9,0.0,47.0,1.91,42.9,816.5,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=24, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,24,0,TRX01,Good,< 12.00,< 2.00
2023-06-01 00:25:00,40.760658,-111.866585,1327.9,13.27,30.71,27.14,17.51,1.0,2.0,25.72,15.0,860.8,0.0,46.7,1.9,42.9,816.5,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=25, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,25,0,TRX01,Good,< 12.00,< 2.00
2023-06-01 00:26:00,40.760666,-111.867851,1325.8,13.27,30.74,27.14,19.0,1.0,2.0,25.78,15.0,861.0,0.0,45.5,1.9,43.0,816.8,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=26, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,26,0,TRX01,Good,< 12.00,< 2.00
2023-06-01 00:27:00,40.760704,-111.870697,1321.6,13.27,30.78,26.97,18.6,3.0,2.0,25.5,15.0,861.6,0.0,44.2,1.9,43.0,817.3,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=27, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,27,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:28:00,40.760723,-111.872963,1318.0,13.27,30.78,26.9,18.33,3.0,2.0,25.5,15.0,861.9,0.0,46.1,1.9,43.0,817.6,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=28, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,28,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:29:00,40.760727,-111.87352,1317.2,13.28,30.81,26.97,18.19,3.0,2.0,25.89,15.0,862.0,0.0,43.4,1.89,43.0,817.8,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=29, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,29,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:30:00,40.760715,-111.87812,1309.0,13.27,30.84,27.14,17.95,2.0,2.0,25.22,15.0,862.8,0.0,38.6,1.91,43.0,817.8,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=30, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,30,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:31:00,40.760704,-111.884956,1303.5,13.28,30.84,26.87,18.39,3.0,2.0,25.61,15.0,863.7,0.0,42.2,1.89,43.0,819.3,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=31, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,31,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:32:00,40.760704,-111.884956,1303.5,13.27,30.88,26.87,18.36,2.0,2.0,25.78,15.0,863.7,0.0,38.5,1.9,43.0,819.3,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=32, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,32,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:33:00,40.760681,-111.890617,1302.9,13.28,30.88,26.9,18.36,2.0,2.0,25.61,15.0,863.8,0.0,41.1,1.89,43.1,819.3,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=33, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,33,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:34:00,40.758801,-111.891106,1297.6,13.27,30.88,27.14,17.21,2.0,2.0,25.5,15.0,863.9,0.0,40.8,1.9,43.1,819.6,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=34, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,34,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:35:00,40.756672,-111.891083,1295.6,13.27,30.91,27.14,16.46,2.0,2.0,25.28,14.0,864.3,0.0,50.3,1.89,43.1,819.7,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=35, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,35,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:36:00,40.754395,-111.891052,1293.9,13.28,30.91,26.84,18.36,2.0,2.0,25.28,15.0,864.3,0.0,51.3,1.89,43.1,819.9,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=36, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,36,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:37:00,40.754162,-111.896202,1291.6,13.27,30.91,26.67,17.24,2.0,2.0,24.89,15.0,864.6,0.0,50.0,1.9,43.1,820.2,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=37, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,37,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:38:00,40.752216,-111.896797,1291.5,13.27,30.91,26.6,18.5,2.0,2.0,25.22,14.0,864.7,0.0,28.8,1.9,43.2,820.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=38, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,38,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:39:00,40.749664,-111.896828,1290.3,13.27,30.91,26.63,18.46,2.0,2.0,25.22,15.0,864.4,0.0,36.1,1.89,43.2,820.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=39, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,39,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:40:00,40.743668,-111.896835,1293.7,13.28,30.88,26.33,18.56,2.0,2.0,24.39,15.0,864.4,0.0,44.1,1.89,43.2,819.9,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=40, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,40,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:41:00,40.741711,-111.89682,1294.4,13.27,30.88,25.96,18.9,4.0,2.0,24.89,15.0,864.4,0.0,32.7,1.9,43.1,819.9,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=41, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,41,0,TRX01,Good,< 12.00,4.00 - 6.00
2023-06-01 00:42:00,40.730164,-111.896935,1295.9,13.28,30.88,25.72,18.12,6.0,2.0,23.78,14.0,864.1,0.0,33.6,1.9,43.2,817.8,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=42, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,42,0,TRX01,Good,< 12.00,6.00 - 8.00
2023-06-01 00:43:00,40.724133,-111.896942,1297.0,13.28,30.84,25.55,18.09,2.0,2.0,24.5,14.0,864.0,0.0,49.5,1.9,43.2,819.6,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=43, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,43,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:44:00,40.716763,-111.896935,1297.8,13.27,30.84,25.48,18.09,2.0,2.0,24.28,14.0,863.5,0.0,38.7,1.9,43.2,818.1,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=44, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,44,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:45:00,40.703308,-111.896965,1300.9,13.27,30.81,25.58,19.17,2.0,2.0,23.89,14.0,863.4,0.0,47.5,1.9,43.2,817.5,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=45, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,45,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:46:00,40.700245,-111.896996,1302.2,13.28,30.81,25.48,20.39,2.0,2.0,24.39,15.0,863.4,0.0,47.2,1.9,43.2,819.2,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=46, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,46,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:47:00,40.688454,-111.896896,1304.4,13.28,30.78,25.48,17.17,2.0,2.0,24.0,14.0,863.0,0.0,52.2,1.91,43.2,817.6,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=47, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,47,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:48:00,40.68491,-111.895828,1301.1,13.28,30.74,25.45,18.63,3.0,2.0,24.72,14.0,863.0,0.0,45.1,1.89,43.2,818.1,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=48, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,48,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:49:00,40.676437,-111.894104,1303.0,13.28,30.71,25.75,18.39,3.0,2.0,24.61,14.0,862.7,0.0,43.9,1.9,43.1,818.5,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=49, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,49,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:50:00,40.668465,-111.894226,1308.4,13.27,30.71,26.02,18.26,2.0,2.0,24.61,14.0,862.3,0.0,57.7,1.91,43.1,817.5,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=50, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,50,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:51:00,40.659664,-111.895699,1310.2,13.28,30.67,26.06,17.89,2.0,2.0,25.0,15.0,862.0,0.0,41.6,1.91,43.1,817.8,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=51, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,51,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:52:00,40.659641,-111.895714,1310.0,13.28,30.64,26.26,17.78,2.0,2.0,24.78,14.0,862.0,0.0,41.7,1.91,43.1,817.8,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=52, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,52,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:53:00,40.652222,-111.89817,1314.3,13.28,30.64,26.12,17.45,2.0,2.0,24.78,14.0,861.6,0.0,56.0,1.91,43.1,816.5,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=53, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,53,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:54:00,40.640018,-111.898293,1323.0,13.27,30.6,26.12,18.46,2.0,2.0,24.22,14.0,861.2,0.0,52.3,1.91,43.1,816.7,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=54, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,54,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:55:00,40.633701,-111.89846,1323.2,13.28,30.57,25.82,19.92,2.0,2.0,24.28,15.0,861.0,0.0,49.4,1.9,43.1,816.7,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=55, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,55,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:56:00,40.632504,-111.898476,1322.5,13.28,30.57,25.28,20.73,2.0,2.0,24.39,15.0,860.9,0.0,48.6,1.91,43.0,816.7,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=56, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,56,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:57:00,40.631245,-111.903458,1315.8,13.28,30.57,25.07,21.0,3.0,2.0,24.0,15.0,861.5,0.0,46.2,1.9,43.0,816.8,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=57, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,57,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:58:00,40.622131,-111.907654,1323.1,13.28,30.53,25.14,20.83,3.0,2.0,23.39,15.0,860.8,0.0,49.6,1.9,43.0,815.7,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=58, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,58,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 00:59:00,40.617222,-111.914017,1319.6,13.28,30.5,24.67,21.41,3.0,2.0,22.61,15.0,861.2,0.0,67.1,1.91,43.0,815.4,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=59, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,59,0,TRX01,Good,< 12.00,2.00 - 4.00
2023-06-01 01:00:00,40.616962,-111.917068,1316.6,13.28,30.5,24.33,21.95,2.0,2.0,23.39,16.0,861.9,0.0,57.7,1.91,43.0,816.5,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,0,1,TRX01,Good,< 12.00,2.00 - 4.00
