Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES405_PM1_Concentration_ug/m3,ES405_PM2.5_Concentration_ug/m3,ES405_PM4_Concentration_ug/m3,ES405_PM10_Concentration_ug/m3,ES405_Air_Flow_Rate_L/min,ES405_Internal_Air_Temperature_degC,ES405_Internal_Relative_Humidity_%,ES405_Internal_Air_Pressure_hpa,ES405_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-06-01 00:00:00,40.767262,-111.865799,1348.7,0.0,275.8,1.0,13.39,25.76,24.68,20.9,0.9,1.9,3.2,3.8,1.0,27.11,21.1,643.9,0.0,51.5,2.14,37.0,826.4,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,0,0,BUS04,Good,< 12.00,< 2.00
2023-06-01 00:20:00,40.764034,-111.90966,1291.8,0.0,175.2,1.0,13.39,26.02,25.94,16.23,1.0,2.1,3.9,5.3,1.0,27.22,19.4,648.1,0.0,44.9,2.12,37.1,831.8,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=20, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,20,0,BUS04,Good,< 12.00,2.00 - 4.00
2023-06-01 00:40:00,40.769264,-111.895348,1303.2,7.2,90.1,1.0,13.36,26.45,25.61,20.79,1.1,1.9,2.9,3.5,1.0,27.5,21.4,647.5,0.0,54.0,2.12,37.4,830.1,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=40, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,40,0,BUS04,Good,< 12.00,< 2.00
2023-06-01 01:00:00,40.746124,-111.859505,1325.7,12.45,180.1,1.0,13.36,26.07,23.81,26.56,1.1,2.2,3.9,5.5,1.0,27.5,22.0,643.0,0.0,42.8,2.13,37.5,827.5,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,0,1,BUS04,Good,< 12.00,2.00 - 4.00
2023-06-01 01:20:00,40.683323,-111.84388,1335.4,22.07,166.6,1.0,13.38,25.52,23.6,23.58,1.4,3.1,6.1,8.7,1.0,27.22,24.1,644.6,0.0,42.6,2.14,37.1,827.3,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=20, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,20,1,BUS04,Good,< 12.00,2.00 - 4.00
2023-06-01 01:40:00,40.578976,-111.834198,1464.0,8.44,196.3,1.0,13.42,25.0,22.7,22.23,0.8,1.6,2.5,2.9,1.0,26.89,20.9,635.0,0.0,47.7,2.14,36.7,814.3,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=1, tm_min=40, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,40,1,BUS04,Good,< 12.00,< 2.00
2023-06-01 02:00:00,40.578854,-111.833038,1451.0,0.0,266.0,1.0,13.44,24.29,23.37,20.05,1.9,2.6,3.4,3.7,1.0,26.28,21.0,634.7,0.0,50.1,2.17,36.1,814.5,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,0,2,BUS04,Good,< 12.00,2.00 - 4.00
2023-06-01 02:20:00,40.639832,-111.835007,1352.4,13.94,358.9,1.0,13.47,23.85,23.0,24.14,1.0,1.9,3.0,4.4,1.0,25.61,21.6,641.7,0.0,33.7,2.13,35.6,825.1,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=20, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,20,2,BUS04,Good,< 12.00,< 2.00
2023-06-01 02:40:00,40.727688,-111.859634,1340.2,0.0,2.0,1.0,13.44,23.75,22.55,24.32,1.4,2.4,3.5,5.1,1.0,25.39,23.4,645.4,0.0,46.9,2.12,35.2,827.7,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=2, tm_min=40, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,40,2,BUS04,Good,< 12.00,2.00 - 4.00
2023-06-01 03:00:00,40.767208,-111.876122,1330.2,5.09,269.4,1.0,13.47,23.48,21.91,24.58,1.1,2.0,3.3,4.7,1.0,25.11,23.2,644.2,0.0,51.0,2.13,34.9,828.4,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=6, tm_mday=1, tm_hour=3, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=152, tm_isdst=-1)",2023-06-01,2023,6,152,1,0,3,BUS04,Good,< 12.00,2.00 - 4.00
