Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES405_PM1_Concentration_ug/m3,ES405_PM2.5_Concentration_ug/m3,ES405_PM4_Concentration_ug/m3,ES405_PM10_Concentration_ug/m3,ES405_Air_Flow_Rate_L/min,ES405_Internal_Air_Temperature_degC,ES405_Internal_Relative_Humidity_%,ES405_Internal_Air_Pressure_hpa,ES405_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-08-01 14:48:00,40.762432,-111.911346,1294.6,0.0,243.9,1.0,13.5,24.16,24.92,42.47,2.8,4.0,5.7,10.0,1.0,23.28,43.7,656.8,0.0,-9999.0,1.86,25.0,839.8,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=14, tm_min=48, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,48,14,BUS05,Good,< 12.00,4.00 - 6.00
2023-08-01 17:00:00,40.740875,-111.91684,1298.4,7.05,179.8,1.0,13.34,27.72,26.94,41.3,2.4,4.1,7.2,13.1,1.0,27.61,27.7,657.4,0.0,47.3,1.91,30.2,840.5,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,0,17,BUS05,Good,< 12.00,4.00 - 6.00
2023-08-01 17:20:00,40.723259,-111.91993,1299.1,0.0,101.3,1.0,13.27,28.61,28.31,37.48,2.1,3.2,4.4,8.7,1.0,29.89,27.7,657.1,0.0,49.1,1.98,35.5,840.2,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=20, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,20,17,BUS05,Good,< 12.00,2.00 - 4.00
2023-08-01 17:40:00,40.723259,-111.919914,1298.5,0.0,101.3,1.0,13.22,30.16,30.79,32.76,1.9,2.8,3.7,5.7,1.0,31.28,30.0,657.0,0.0,49.1,2.0,38.1,840.0,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=40, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,40,17,BUS05,Good,< 12.00,2.00 - 4.00
2023-08-01 18:00:00,40.723297,-111.919991,1298.5,0.0,107.8,1.0,13.19,31.91,31.54,31.87,2.1,3.3,5.0,7.6,1.0,32.89,29.3,656.9,0.0,52.8,2.01,40.2,839.7,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,0,18,BUS05,Good,< 12.00,2.00 - 4.00
2023-08-01 18:20:00,40.723289,-111.919998,1298.0,0.0,107.8,1.0,13.13,33.21,31.11,32.13,2.2,3.3,5.2,8.1,1.0,34.28,27.5,656.7,0.0,55.4,2.01,41.8,839.4,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=18, tm_min=20, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,20,18,BUS05,Good,< 12.00,2.00 - 4.00
2023-08-01 19:34:00,40.723248,-111.919029,1298.1,0.0,259.7,1.0,13.16,33.15,31.1,33.85,2.3,3.7,5.5,8.3,1.0,34.78,26.9,656.3,0.0,43.6,1.99,38.9,838.9,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=34, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,34,19,BUS05,Good,< 12.00,2.00 - 4.00
2023-08-01 19:54:00,40.72324,-111.919029,1298.5,0.0,259.7,1.0,13.16,32.87,30.78,33.81,2.0,3.2,4.4,7.3,1.0,35.22,27.7,656.2,0.0,46.6,2.0,41.1,838.7,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=19, tm_min=54, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,54,19,BUS05,Good,< 12.00,2.00 - 4.00
2023-08-01 20:14:00,40.723251,-111.919037,1300.6,0.0,259.7,1.0,13.16,32.88,29.51,38.25,1.8,2.9,4.2,6.3,1.0,35.28,28.0,656.1,0.0,48.4,2.01,41.8,838.6,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=14, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,14,20,BUS05,Good,< 12.00,2.00 - 4.00
2023-08-01 20:34:00,40.72327,-111.919022,1298.0,0.0,359.6,1.0,13.16,33.78,30.17,34.82,1.8,2.8,4.1,5.8,1.0,35.61,28.7,655.9,0.0,50.7,2.03,42.5,838.3,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=20, tm_min=34, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,34,20,BUS05,Good,< 12.00,2.00 - 4.00
