Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Relative_Humidity_%,Train_Top_Temperature_degC,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2022-06-01 00:00:00,40.771503,-111.924805,1285.7,13.59,22.5,48.51,14.52,1.0,2.0,13.22,26.0,876.0,0.0,-9999.0,1.73,39.3,833.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,0,0,TRX02,Good,< 12.00,< 2.00
2022-06-01 00:01:00,40.771526,-111.929398,1284.7,13.59,22.39,47.56,14.59,2.0,2.0,13.28,26.0,876.2,0.0,-9999.0,1.74,39.2,833.9,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=1, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,1,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-06-01 00:02:00,40.771549,-111.934502,1284.8,13.59,22.28,47.09,14.72,1.0,2.0,13.61,26.0,876.2,0.0,28.7,1.74,39.1,834.0,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=2, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,2,0,TRX02,Good,< 12.00,< 2.00
2022-06-01 00:03:00,40.771523,-111.938889,1284.1,13.59,22.17,47.02,14.82,1.0,2.0,13.5,26.0,876.2,0.0,30.8,1.74,39.0,834.0,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=3, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,3,0,TRX02,Good,< 12.00,< 2.00
2022-06-01 00:04:00,40.771526,-111.938919,1284.5,13.58,22.08,47.12,14.89,0.0,2.0,13.5,27.0,875.9,0.0,29.0,1.73,38.9,834.0,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=4, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,4,0,TRX02,Good,< 12.00,< 2.00
2022-06-01 00:05:00,40.771568,-111.946472,1286.3,13.59,22.0,46.85,14.89,2.0,2.0,13.28,27.0,875.8,0.0,37.0,1.73,38.8,833.8,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=5, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,5,0,TRX02,Good,< 12.00,2.00 - 4.00
2022-06-01 00:06:00,40.771084,-111.951248,1287.9,13.58,21.92,45.47,15.16,1.0,2.0,13.39,27.0,876.2,0.0,21.1,1.74,38.7,833.6,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=6, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,6,0,TRX02,Good,< 12.00,< 2.00
2022-06-01 00:07:00,40.766201,-111.963486,1291.8,13.58,21.84,43.91,15.13,0.0,2.0,12.61,27.0,875.8,0.0,32.1,1.74,38.6,833.2,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=7, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,7,0,TRX02,Good,< 12.00,< 2.00
2022-06-01 00:08:00,40.76722,-111.982841,1290.3,13.58,21.75,45.84,14.99,1.0,2.0,12.39,27.0,875.7,0.0,37.2,1.74,38.6,832.7,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=8, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,8,0,TRX02,Good,< 12.00,< 2.00
2022-06-01 00:09:00,40.776691,-111.980286,1289.5,13.6,21.64,43.68,14.86,0.0,2.0,12.89,26.0,876.2,0.0,49.1,1.74,38.5,833.6,0,0,"time.struct_time(tm_year=2022, tm_mon=6, tm_mday=1, tm_hour=0, tm_min=9, tm_sec=0, tm_wday=2, tm_yday=152, tm_isdst=-1)",2022-06-01,2022,6,152,1,9,0,TRX02,Good,< 12.00,< 2.00
