Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2022-04-06 13:13:10,40.765434,-111.909828,1447.2,-9999.0,-9999.0,-9999.0,14.02,1.08,0.16,49.21,7.0,2.0,-2.39,32.0,884.6,0.0,-9999.0,1.89,2.6,833.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=13, tm_sec=10, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,13,13,BUS01,Good,< 12.00,6.00 - 8.00
2022-04-06 13:14:50,40.765537,-111.909676,1438.2,-9999.0,-9999.0,-9999.0,14.02,1.07,0.14,49.11,6.0,2.0,-2.5,37.0,884.6,0.0,-9999.0,1.9,3.7,833.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=14, tm_sec=50, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,14,13,BUS01,Good,< 12.00,6.00 - 8.00
2022-04-06 13:16:30,40.765324,-111.909492,1323.2,-9999.0,-9999.0,-9999.0,14.02,1.06,0.17,48.23,12.0,2.0,-2.5,39.0,884.6,0.0,-9999.0,1.91,4.7,832.9,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=16, tm_sec=30, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,16,13,BUS01,Moderate,12.00 - 35.50,12.00 - 20.00
2022-04-06 13:18:10,40.76527,-111.909134,1315.2,-9999.0,-9999.0,-9999.0,14.02,1.07,0.71,62.12,15.0,2.0,-2.5,41.0,884.8,0.0,-9999.0,1.92,5.6,832.4,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=18, tm_sec=10, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,18,13,BUS01,Moderate,12.00 - 35.50,12.00 - 20.00
2022-04-06 13:19:55,40.765167,-111.909225,1316.0,-9999.0,-9999.0,-9999.0,14.02,1.1,2.18,54.58,14.0,2.0,-2.39,46.0,884.7,0.0,-6.0,1.93,6.4,826.6,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=19, tm_sec=55, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,19,13,BUS01,Moderate,12.00 - 35.50,12.00 - 20.00
2022-04-06 13:21:35,40.765148,-111.90892,1316.4,-9999.0,-9999.0,-9999.0,14.02,1.16,3.04,53.39,14.0,2.0,-2.11,47.0,884.7,0.0,2.4,1.93,7.1,826.5,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=21, tm_sec=35, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,21,13,BUS01,Moderate,12.00 - 35.50,12.00 - 20.00
2022-04-06 13:23:15,40.765171,-111.908981,1318.6,-9999.0,-9999.0,-9999.0,14.02,1.25,3.87,48.76,13.0,2.0,-1.72,47.0,885.0,0.0,0.2,1.92,7.8,826.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=23, tm_sec=15, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,23,13,BUS01,Moderate,12.00 - 35.50,12.00 - 20.00
2022-04-06 13:24:55,40.765171,-111.909019,1318.6,-9999.0,-9999.0,-9999.0,13.48,1.38,4.73,48.46,11.0,2.0,-1.28,46.0,884.9,0.0,0.7,1.94,8.4,825.8,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=24, tm_sec=55, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,24,13,BUS01,Good,< 12.00,10.00 - 12.00
2022-04-06 13:26:35,40.765213,-111.909065,1319.7,-9999.0,-9999.0,-9999.0,13.52,1.54,5.66,43.79,11.0,2.0,-0.89,46.0,885.0,0.0,-5.0,1.95,9.0,825.7,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=26, tm_sec=35, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,26,13,BUS01,Good,< 12.00,10.00 - 12.00
2022-04-06 13:28:15,40.765236,-111.909096,1318.7,-9999.0,-9999.0,-9999.0,13.98,1.72,6.54,40.49,9.0,2.0,-0.39,45.0,885.1,0.0,3.1,1.95,9.6,825.7,168.9,46.1,215.0,1.3,808.5,1.94,110.7,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=6, tm_hour=13, tm_min=28, tm_sec=15, tm_wday=2, tm_yday=96, tm_isdst=-1)",2022-04-06,2022,4,96,6,28,13,BUS01,Good,< 12.00,8.00 - 10.00
