Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2022-09-01 00:00:00,40.76564,-111.909691,1278.9,-9999.0,-9999.0,-9999.0,13.23,44.81,37.13,8.66,2.0,2.0,44.72,5.0,872.8,0.0,51.6,2.44,57.1,826.0,1.8,9.7,11.5,48.1,800.0,1.66,131.7,0.0,1,1,"time.struct_time(tm_year=2022, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=3, tm_yday=244, tm_isdst=-1)",2022-09-01,2022,9,244,1,0,0,BUS02,Good,< 12.00,2.00 - 4.00
2022-09-01 00:01:40,40.76564,-111.909691,1278.9,-9999.0,-9999.0,-9999.0,13.23,44.8,37.11,8.62,1.0,2.0,44.72,5.0,873.0,0.0,46.8,2.47,57.1,826.0,2.5,11.4,13.9,48.1,800.1,1.66,132.4,0.0,1,1,"time.struct_time(tm_year=2022, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=1, tm_sec=40, tm_wday=3, tm_yday=244, tm_isdst=-1)",2022-09-01,2022,9,244,1,1,0,BUS02,Good,< 12.00,< 2.00
2022-09-01 00:03:20,40.76564,-111.909698,1279.0,-9999.0,-9999.0,-9999.0,13.23,44.78,37.07,8.76,1.0,2.0,44.72,5.0,873.1,0.0,52.2,2.45,57.1,826.0,-0.6,13.9,13.3,48.1,800.4,1.65,132.2,0.0,1,0,"time.struct_time(tm_year=2022, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=3, tm_sec=20, tm_wday=3, tm_yday=244, tm_isdst=-1)",2022-09-01,2022,9,244,1,3,0,BUS02,Good,< 12.00,< 2.00
2022-09-01 00:05:00,40.765644,-111.909698,1279.1,-9999.0,-9999.0,-9999.0,13.23,44.76,37.06,8.76,2.0,2.0,44.61,5.0,872.8,0.0,44.8,2.44,57.0,826.0,-1.5,12.3,10.9,48.1,801.0,1.64,130.1,0.0,1,0,"time.struct_time(tm_year=2022, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=5, tm_sec=0, tm_wday=3, tm_yday=244, tm_isdst=-1)",2022-09-01,2022,9,244,1,5,0,BUS02,Good,< 12.00,2.00 - 4.00
2022-09-01 00:06:40,40.765644,-111.909691,1279.3,-9999.0,-9999.0,-9999.0,13.23,44.75,37.06,8.85,2.0,2.0,44.61,5.0,873.0,0.0,36.0,2.45,57.0,826.0,-1.7,18.8,17.1,48.1,801.1,1.65,130.8,0.0,1,0,"time.struct_time(tm_year=2022, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=6, tm_sec=40, tm_wday=3, tm_yday=244, tm_isdst=-1)",2022-09-01,2022,9,244,1,6,0,BUS02,Good,< 12.00,2.00 - 4.00
2022-09-01 00:08:20,40.76564,-111.909691,1279.3,-9999.0,-9999.0,-9999.0,13.23,44.73,37.06,8.39,1.0,2.0,44.61,5.0,872.9,0.0,44.6,2.45,57.0,825.9,-4.2,21.5,17.3,48.1,801.0,1.64,131.1,0.0,1,0,"time.struct_time(tm_year=2022, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=8, tm_sec=20, tm_wday=3, tm_yday=244, tm_isdst=-1)",2022-09-01,2022,9,244,1,8,0,BUS02,Good,< 12.00,< 2.00
2022-09-01 00:10:00,40.765648,-111.909691,1279.9,-9999.0,-9999.0,-9999.0,13.23,44.71,37.07,8.42,1.0,2.0,44.61,5.0,873.1,0.0,47.7,2.46,57.0,825.9,-3.1,13.3,10.2,48.1,800.0,1.66,132.1,0.0,1,0,"time.struct_time(tm_year=2022, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=10, tm_sec=0, tm_wday=3, tm_yday=244, tm_isdst=-1)",2022-09-01,2022,9,244,1,10,0,BUS02,Good,< 12.00,< 2.00
2022-09-01 00:11:40,40.765656,-111.909691,1280.0,-9999.0,-9999.0,-9999.0,13.23,44.69,37.08,8.44,1.0,2.0,44.61,5.0,873.0,0.0,53.7,2.45,57.0,825.9,-0.5,7.3,6.8,48.1,800.1,1.66,132.7,0.0,1,0,"time.struct_time(tm_year=2022, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=11, tm_sec=40, tm_wday=3, tm_yday=244, tm_isdst=-1)",2022-09-01,2022,9,244,1,11,0,BUS02,Good,< 12.00,< 2.00
2022-09-01 00:13:20,40.765663,-111.909691,1279.7,-9999.0,-9999.0,-9999.0,13.22,44.68,37.02,8.51,1.0,2.0,44.5,5.0,872.9,0.0,48.0,2.46,57.0,825.9,3.2,4.3,7.4,48.1,800.0,1.65,133.0,0.0,1,0,"time.struct_time(tm_year=2022, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=13, tm_sec=20, tm_wday=3, tm_yday=244, tm_isdst=-1)",2022-09-01,2022,9,244,1,13,0,BUS02,Good,< 12.00,< 2.00
2022-09-01 00:15:00,40.765667,-111.909698,1280.3,-9999.0,-9999.0,-9999.0,13.23,44.66,37.02,8.45,1.0,2.0,44.5,4.0,872.8,0.0,42.6,2.46,57.0,825.9,3.6,6.4,10.0,48.1,800.1,1.66,132.1,0.0,1,0,"time.struct_time(tm_year=2022, tm_mon=9, tm_mday=1, tm_hour=0, tm_min=15, tm_sec=0, tm_wday=3, tm_yday=244, tm_isdst=-1)",2022-09-01,2022,9,244,1,15,0,BUS02,Good,< 12.00,< 2.00
