Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,2B405_NO_Concentration_ppbv,2B405_NO2_Concentration_ppbv,2B405_NOX_Concentration_ppbv,2B405_Internal_Air_Temperature_degC,2B405_Internal_Air_Pressure_hpa,2B405_Air_Flow_Rate_L/min,2B405_Cell_O3_Flow_Rate_mL/min,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2022-03-01 00:00:00,40.765373,-111.909119,1301.7,-9999.0,-9999.0,-9999.0,13.53,28.54,21.39,13.92,14.0,2.0,26.61,10.0,883.4,0.0,-0.5,2.2,41.8,826.3,57.2,39.8,97.0,32.7,801.6,1.96,114.5,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=60, tm_isdst=-1)",2022-03-01,2022,3,60,1,0,0,BUS01,Moderate,12.00 - 35.50,12.00 - 20.00
2022-03-01 00:01:40,40.765282,-111.909134,1301.6,-9999.0,-9999.0,-9999.0,13.53,28.54,21.39,13.9,21.0,2.0,26.61,10.0,883.2,0.0,0.6,2.19,41.8,826.4,58.4,34.7,93.1,32.7,801.5,1.96,113.4,0.0,0,1,"time.struct_time(tm_year=2022, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=1, tm_sec=40, tm_wday=1, tm_yday=60, tm_isdst=-1)",2022-03-01,2022,3,60,1,1,0,BUS01,Moderate,12.00 - 35.50,20.00 - 28.00
2022-03-01 00:03:20,40.765251,-111.90921,1300.3,-9999.0,-9999.0,-9999.0,13.52,28.54,21.4,13.96,12.0,2.0,26.61,10.0,883.3,0.0,-2.9,2.18,41.8,826.3,54.4,29.7,84.1,32.7,801.6,2.03,114.1,0.0,0,0,"time.struct_time(tm_year=2022, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=3, tm_sec=20, tm_wday=1, tm_yday=60, tm_isdst=-1)",2022-03-01,2022,3,60,1,3,0,BUS01,Moderate,12.00 - 35.50,12.00 - 20.00
2022-03-01 00:05:00,40.765259,-111.909248,1298.7,-9999.0,-9999.0,-9999.0,13.53,28.53,21.4,13.92,13.0,2.0,26.61,10.0,883.4,0.0,-0.4,2.18,41.8,826.3,53.4,28.6,82.0,32.7,801.6,1.96,114.5,0.0,0,0,"time.struct_time(tm_year=2022, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=5, tm_sec=0, tm_wday=1, tm_yday=60, tm_isdst=-1)",2022-03-01,2022,3,60,1,5,0,BUS01,Moderate,12.00 - 35.50,12.00 - 20.00
2022-03-01 00:06:40,40.765285,-111.909218,1297.1,-9999.0,-9999.0,-9999.0,13.53,28.53,21.38,13.97,14.0,2.0,26.61,9.0,883.5,0.0,-1.0,2.19,41.8,826.3,48.5,33.8,82.3,32.7,801.5,1.96,113.7,0.0,0,0,"time.struct_time(tm_year=2022, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=6, tm_sec=40, tm_wday=1, tm_yday=60, tm_isdst=-1)",2022-03-01,2022,3,60,1,6,0,BUS01,Moderate,12.00 - 35.50,12.00 - 20.00
2022-03-01 00:08:20,40.765228,-111.909233,1297.0,-9999.0,-9999.0,-9999.0,13.52,28.53,21.37,14.12,13.0,2.0,26.5,10.0,883.2,0.0,-0.2,2.18,41.8,826.3,50.6,29.8,80.4,32.7,801.5,2.03,113.7,0.0,0,0,"time.struct_time(tm_year=2022, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=8, tm_sec=20, tm_wday=1, tm_yday=60, tm_isdst=-1)",2022-03-01,2022,3,60,1,8,0,BUS01,Moderate,12.00 - 35.50,12.00 - 20.00
2022-03-01 00:10:00,40.76527,-111.909218,1297.1,-9999.0,-9999.0,-9999.0,13.53,28.53,21.38,13.96,11.0,2.0,26.61,10.0,883.2,0.0,1.3,2.19,41.8,826.2,41.0,36.1,77.1,32.7,801.5,1.96,114.5,0.0,0,0,"time.struct_time(tm_year=2022, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=10, tm_sec=0, tm_wday=1, tm_yday=60, tm_isdst=-1)",2022-03-01,2022,3,60,1,10,0,BUS01,Good,< 12.00,10.00 - 12.00
2022-03-01 00:11:40,40.765327,-111.909142,1296.9,-9999.0,-9999.0,-9999.0,13.53,28.52,21.38,14.06,11.0,2.0,26.5,10.0,883.4,0.0,-2.0,2.21,41.8,826.2,38.3,35.8,74.1,32.7,801.4,1.96,113.3,0.0,0,0,"time.struct_time(tm_year=2022, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=11, tm_sec=40, tm_wday=1, tm_yday=60, tm_isdst=-1)",2022-03-01,2022,3,60,1,11,0,BUS01,Good,< 12.00,10.00 - 12.00
2022-03-01 00:13:20,40.765259,-111.909103,1297.3,-9999.0,-9999.0,-9999.0,13.53,28.52,21.37,14.04,9.0,2.0,26.61,10.0,883.2,0.0,-2.5,2.18,41.8,826.2,41.5,28.9,70.4,32.7,801.5,2.03,113.8,0.0,0,0,"time.struct_time(tm_year=2022, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=13, tm_sec=20, tm_wday=1, tm_yday=60, tm_isdst=-1)",2022-03-01,2022,3,60,1,13,0,BUS01,Good,< 12.00,8.00 - 10.00
2022-03-01 00:15:00,40.765259,-111.909042,1297.1,-9999.0,-9999.0,-9999.0,13.53,28.52,21.38,14.02,10.0,2.0,26.5,10.0,883.2,0.0,1.0,2.19,41.8,826.2,32.3,36.9,69.2,32.7,801.4,1.96,114.7,0.0,0,0,"time.struct_time(tm_year=2022, tm_mon=3, tm_mday=1, tm_hour=0, tm_min=15, tm_sec=0, tm_wday=1, tm_yday=60, tm_isdst=-1)",2022-03-01,2022,3,60,1,15,0,BUS01,Good,< 12.00,10.00 - 12.00
