Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,GPS_Speed_m/s,GPS_Direction_deg,GPS_RMC_Valid_binary,Battery_Voltage_volts,Bus_Box_Temperature_degC,Bus_Top_Temperature_degC,Bus_Top_Relative_Humidity_%,ES405_PM1_Concentration_ug/m3,ES405_PM2.5_Concentration_ug/m3,ES405_PM4_Concentration_ug/m3,ES405_PM10_Concentration_ug/m3,ES405_Air_Flow_Rate_L/min,ES405_Internal_Air_Temperature_degC,ES405_Internal_Relative_Humidity_%,ES405_Internal_Air_Pressure_hpa,ES405_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,GPS_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-09-14 19:28:00,40.762058,-111.910683,1189.2,0.0,356.2,1.0,13.42,23.08,23.88,30.56,1.4,1.8,2.6,3.7,1.0,23.39,25.3,656.6,0.0,42.5,1.83,28.1,848.4,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=14, tm_hour=19, tm_min=28, tm_sec=0, tm_wday=3, tm_yday=257, tm_isdst=-1)",2023-09-14,2023,9,257,14,28,19,BUS06,Good,< 12.00,< 2.00
2023-09-14 19:48:00,40.761494,-111.910583,1259.9,0.0,275.1,1.0,13.34,24.44,25.1,28.52,1.7,2.2,3.1,4.7,1.0,24.61,27.5,656.4,0.0,44.3,1.87,33.5,848.0,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=14, tm_hour=19, tm_min=48, tm_sec=0, tm_wday=3, tm_yday=257, tm_isdst=-1)",2023-09-14,2023,9,257,14,48,19,BUS06,Good,< 12.00,2.00 - 4.00
2023-09-14 20:08:00,40.761524,-111.910484,1264.9,0.0,275.1,1.0,13.31,25.57,25.69,27.31,1.4,1.9,2.6,4.2,1.0,25.72,26.0,656.2,0.0,48.0,1.89,35.9,847.7,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=14, tm_hour=20, tm_min=8, tm_sec=0, tm_wday=3, tm_yday=257, tm_isdst=-1)",2023-09-14,2023,9,257,14,8,20,BUS06,Good,< 12.00,< 2.00
2023-09-14 20:28:00,40.761841,-111.910606,1298.0,0.57,23.4,1.0,13.28,26.56,26.87,22.29,1.3,1.7,2.7,4.8,1.0,26.89,22.2,656.1,0.0,43.3,1.9,37.4,847.4,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=14, tm_hour=20, tm_min=28, tm_sec=0, tm_wday=3, tm_yday=257, tm_isdst=-1)",2023-09-14,2023,9,257,14,28,20,BUS06,Good,< 12.00,< 2.00
2023-09-14 20:48:00,40.761696,-111.910545,1279.4,0.0,41.1,1.0,13.25,27.36,26.61,22.86,1.3,1.8,2.8,6.3,1.0,27.89,20.7,656.0,0.0,49.0,1.91,38.5,847.2,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=14, tm_hour=20, tm_min=48, tm_sec=0, tm_wday=3, tm_yday=257, tm_isdst=-1)",2023-09-14,2023,9,257,14,48,20,BUS06,Good,< 12.00,< 2.00
2023-09-14 21:08:00,40.761482,-111.910721,1278.2,0.0,189.5,1.0,13.21,27.91,27.48,19.01,1.1,1.6,2.6,5.1,1.0,28.78,18.3,655.9,0.0,46.1,1.92,39.2,846.9,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=14, tm_hour=21, tm_min=8, tm_sec=0, tm_wday=3, tm_yday=257, tm_isdst=-1)",2023-09-14,2023,9,257,14,8,21,BUS06,Good,< 12.00,< 2.00
2023-09-14 22:14:00,40.761555,-111.910576,1270.7,0.0,105.6,1.0,13.24,27.78,27.59,20.94,1.3,1.6,2.5,5.0,1.0,28.5,18.9,655.6,0.0,45.9,1.89,36.3,846.3,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=14, tm_hour=22, tm_min=14, tm_sec=0, tm_wday=3, tm_yday=257, tm_isdst=-1)",2023-09-14,2023,9,257,14,14,22,BUS06,Good,< 12.00,< 2.00
2023-09-15 00:08:00,40.761372,-111.910583,1250.5,0.46,167.5,1.0,13.33,27.02,25.72,25.82,1.5,2.0,3.1,4.5,1.0,27.61,22.4,655.2,0.0,-9999.0,1.83,30.5,845.9,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=15, tm_hour=0, tm_min=8, tm_sec=0, tm_wday=4, tm_yday=258, tm_isdst=-1)",2023-09-15,2023,9,258,15,8,0,BUS06,Good,< 12.00,2.00 - 4.00
2023-09-15 00:30:00,40.760529,-111.910133,1277.4,0.0,29.8,1.0,13.24,27.55,26.53,24.5,1.5,2.0,3.0,3.8,1.0,28.28,21.6,655.3,0.0,40.9,1.89,36.3,846.2,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=15, tm_hour=0, tm_min=30, tm_sec=0, tm_wday=4, tm_yday=258, tm_isdst=-1)",2023-09-15,2023,9,258,15,30,0,BUS06,Good,< 12.00,2.00 - 4.00
2023-09-15 09:41:00,40.761616,-111.910294,1265.1,0.0,64.2,1.0,13.48,19.67,18.56,41.98,2.4,3.6,5.6,9.2,1.0,20.28,29.6,657.0,0.0,-2.2,1.84,27.5,848.6,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=15, tm_hour=9, tm_min=41, tm_sec=0, tm_wday=4, tm_yday=258, tm_isdst=-1)",2023-09-15,2023,9,258,15,41,9,BUS06,Good,< 12.00,2.00 - 4.00
2023-09-15 10:01:00,40.761452,-111.910431,1271.0,0.0,286.7,1.0,13.46,20.01,18.48,41.53,2.5,3.6,5.7,8.9,1.0,21.28,29.0,656.9,0.0,1.1,1.84,30.1,848.4,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=15, tm_hour=10, tm_min=1, tm_sec=0, tm_wday=4, tm_yday=258, tm_isdst=-1)",2023-09-15,2023,9,258,15,1,10,BUS06,Good,< 12.00,2.00 - 4.00
2023-09-15 10:21:00,40.761517,-111.910545,1264.1,0.0,286.7,1.0,13.45,20.26,18.42,38.7,1.8,2.8,4.8,7.8,1.0,21.78,27.9,657.0,0.0,17.1,1.85,31.2,848.4,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=15, tm_hour=10, tm_min=21, tm_sec=0, tm_wday=4, tm_yday=258, tm_isdst=-1)",2023-09-15,2023,9,258,15,21,10,BUS06,Good,< 12.00,2.00 - 4.00
2023-09-15 10:41:00,40.76498,-111.915466,1292.2,7.46,95.6,1.0,13.41,20.31,16.33,48.66,3.7,5.1,7.8,10.5,1.0,22.22,29.6,657.2,0.0,2.4,1.87,31.6,848.7,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=15, tm_hour=10, tm_min=41, tm_sec=0, tm_wday=4, tm_yday=258, tm_isdst=-1)",2023-09-15,2023,9,258,15,41,10,BUS06,Good,< 12.00,4.00 - 6.00
2023-09-15 11:01:00,40.764942,-111.860008,1361.0,2.21,86.8,1.0,13.51,19.42,16.18,40.29,1.3,1.9,2.6,3.4,1.0,22.11,27.5,653.0,0.0,38.3,1.88,31.3,841.7,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=15, tm_hour=11, tm_min=1, tm_sec=0, tm_wday=4, tm_yday=258, tm_isdst=-1)",2023-09-15,2023,9,258,15,1,11,BUS06,Good,< 12.00,< 2.00
2023-09-15 11:21:00,40.767235,-111.887054,1325.0,9.77,270.0,1.0,13.55,18.99,16.87,40.31,1.6,2.5,4.2,6.5,1.0,21.61,29.4,654.9,0.0,26.8,1.87,30.8,846.2,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=15, tm_hour=11, tm_min=21, tm_sec=0, tm_wday=4, tm_yday=258, tm_isdst=-1)",2023-09-15,2023,9,258,15,21,11,BUS06,Good,< 12.00,2.00 - 4.00
2023-09-15 11:41:00,40.763687,-111.909515,1292.7,0.0,173.3,1.0,13.5,18.74,18.38,38.59,2.2,3.5,5.9,10.8,1.0,21.22,29.7,657.2,0.0,0.2,1.86,30.4,848.7,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=15, tm_hour=11, tm_min=41, tm_sec=0, tm_wday=4, tm_yday=258, tm_isdst=-1)",2023-09-15,2023,9,258,15,41,11,BUS06,Good,< 12.00,2.00 - 4.00
2023-09-15 12:01:00,40.766922,-111.852364,1408.3,2.83,356.9,1.0,13.55,18.38,17.38,36.13,1.2,1.6,2.3,3.3,1.0,21.28,24.1,648.7,0.0,39.8,1.87,30.2,837.4,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=15, tm_hour=12, tm_min=1, tm_sec=0, tm_wday=4, tm_yday=258, tm_isdst=-1)",2023-09-15,2023,9,258,15,1,12,BUS06,Good,< 12.00,< 2.00
2023-09-15 12:21:00,40.767235,-111.886406,1298.6,5.5,270.4,1.0,13.55,18.3,15.99,45.74,1.2,1.7,2.6,5.1,1.0,21.11,24.7,655.1,0.0,25.7,1.85,30.0,846.7,0.0,0,0,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=15, tm_hour=12, tm_min=21, tm_sec=0, tm_wday=4, tm_yday=258, tm_isdst=-1)",2023-09-15,2023,9,258,15,21,12,BUS06,Good,< 12.00,< 2.00
2023-09-15 12:41:00,40.763718,-111.909439,1295.9,0.0,163.9,1.0,13.51,17.85,16.2,55.1,2.7,4.4,8.1,16.2,1.0,21.28,30.6,657.6,0.0,0.6,1.85,29.7,849.2,0.0,0,1,"time.struct_time(tm_year=2023, tm_mon=9, tm_mday=15, tm_hour=12, tm_min=41, tm_sec=0, tm_wday=4, tm_yday=258, tm_isdst=-1)",2023-09-15,2023,9,258,15,41,12,BUS06,Good,< 12.00,4.00 - 6.00
